"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 05 10:22:30 GMT 2024","Tue Nov 05 10:22:31 GMT 2024","1042","Mobile Safari","checkout-test.spec.js","Data Validation Test - Checkout","","","Verify data product are accurate in checkout process",""
"passed","Tue Nov 05 10:00:11 GMT 2024","Tue Nov 05 10:00:11 GMT 2024","418","chromium","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-overview inventory page without login",""
"passed","Tue Nov 05 10:29:44 GMT 2024","Tue Nov 05 10:29:45 GMT 2024","616","Mobile Safari","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for access inventory-item page without login",""
"passed","Tue Nov 05 10:15:06 GMT 2024","Tue Nov 05 10:15:07 GMT 2024","985","webkit","product-test.spec.js","Data Validation Test - Product","","","Verify product information match across pages",""
"passed","Tue Nov 05 10:00:13 GMT 2024","Tue Nov 05 10:00:13 GMT 2024","589","chromium","product-test.spec.js","Data Validation Test - Product","","","Verify product information match across pages",""
"passed","Tue Nov 05 10:02:22 GMT 2024","Tue Nov 05 10:03:23 GMT 2024","60626","firefox","fail-test.spec.js","@explore - Test pass when fail","","","Can not access cart page without login",""
"passed","Tue Nov 05 10:07:30 GMT 2024","Tue Nov 05 10:07:32 GMT 2024","1634","firefox","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify logout process",""
"passed","Tue Nov 05 10:07:45 GMT 2024","Tue Nov 05 10:07:46 GMT 2024","1409","webkit","checkout-test.spec.js","Functionality Test - Checkout","","","@smoke - Verify Checkout Page",""
"passed","Tue Nov 05 09:58:04 GMT 2024","Tue Nov 05 09:59:04 GMT 2024","60497","chromium","fail-test.spec.js","@explore - Test pass when fail","","","Can not access checkout-complete page without login",""
"passed","Tue Nov 05 10:22:23 GMT 2024","Tue Nov 05 10:22:24 GMT 2024","483","Mobile Chrome","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-complete inventory page without login",""
"passed","Tue Nov 05 10:00:16 GMT 2024","Tue Nov 05 10:00:17 GMT 2024","848","firefox","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify adding product to cart and product information are accurate",""
"passed","Tue Nov 05 10:14:55 GMT 2024","Tue Nov 05 10:14:57 GMT 2024","1941","webkit","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify logout process",""
"passed","Tue Nov 05 10:22:27 GMT 2024","Tue Nov 05 10:22:28 GMT 2024","937","Mobile Safari","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify adding product to cart and product information are accurate",""
"passed","Tue Nov 05 10:22:24 GMT 2024","Tue Nov 05 10:22:25 GMT 2024","708","Mobile Chrome","product-test.spec.js","Functionality Test - Product","","","Verify sort product function by names and prices",""
"passed","Tue Nov 05 10:22:20 GMT 2024","Tue Nov 05 10:22:21 GMT 2024","622","Mobile Chrome","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for cart page without login",""
"passed","Tue Nov 05 10:15:03 GMT 2024","Tue Nov 05 10:15:04 GMT 2024","754","webkit","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-complete inventory page without login",""
"passed","Tue Nov 05 10:17:14 GMT 2024","Tue Nov 05 10:18:14 GMT 2024","60447","Mobile Chrome","fail-test.spec.js","@explore - Test pass when fail","","","Can not access cart page without login",""
"passed","Tue Nov 05 10:22:21 GMT 2024","Tue Nov 05 10:22:22 GMT 2024","598","Mobile Chrome","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for access inventory page without login",""
"passed","Tue Nov 05 09:52:58 GMT 2024","Tue Nov 05 09:52:59 GMT 2024","681","chromium","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify removing product from cart",""
"passed","Tue Nov 05 10:22:16 GMT 2024","Tue Nov 05 10:22:17 GMT 2024","510","Mobile Chrome","login-test.spec.js","Functionality Test - Login","","","Verify Login Page",""
"passed","Tue Nov 05 10:22:25 GMT 2024","Tue Nov 05 10:22:26 GMT 2024","689","Mobile Chrome","product-test.spec.js","Data Validation Test - Product","","","Verify product information match across pages",""
"passed","Tue Nov 05 10:00:21 GMT 2024","Tue Nov 05 10:01:21 GMT 2024","60491","firefox","fail-test.spec.js","@explore - Test pass when fail","","","Can not access inventory page without login",""
"passed","Tue Nov 05 10:00:18 GMT 2024","Tue Nov 05 10:00:19 GMT 2024","1125","firefox","checkout-test.spec.js","Functionality Test - Checkout","","","@smoke - Verify Checkout Page",""
"passed","Tue Nov 05 10:14:54 GMT 2024","Tue Nov 05 10:14:55 GMT 2024","1115","webkit","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify login process with valid credentials",""
"passed","Tue Nov 05 10:07:42 GMT 2024","Tue Nov 05 10:07:44 GMT 2024","1094","webkit","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify adding product to cart and product information are accurate",""
"passed","Tue Nov 05 10:23:33 GMT 2024","Tue Nov 05 10:24:34 GMT 2024","60791","Mobile Safari","fail-test.spec.js","@explore - Test pass when fail","","","Can not access inventory-item page without login",""
"passed","Tue Nov 05 10:16:13 GMT 2024","Tue Nov 05 10:17:14 GMT 2024","60461","Mobile Chrome","fail-test.spec.js","@explore - Test pass when fail","","","Can not access inventory-item page without login",""
"passed","Tue Nov 05 09:56:03 GMT 2024","Tue Nov 05 09:57:03 GMT 2024","60495","chromium","fail-test.spec.js","@explore - Test pass when fail","","","Can not access checkout-info page without login",""
"passed","Tue Nov 05 10:29:41 GMT 2024","Tue Nov 05 10:29:42 GMT 2024","744","Mobile Safari","login-test.spec.js","Error Handling Test - Login","","","Verify error message for blank password field",""
"passed","Tue Nov 05 10:29:42 GMT 2024","Tue Nov 05 10:29:43 GMT 2024","817","Mobile Safari","login-test.spec.js","Error Handling Test - Login","","","Verify error message for incorrect password",""
"passed","Tue Nov 05 10:07:36 GMT 2024","Tue Nov 05 10:07:37 GMT 2024","628","firefox","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-overview inventory page without login",""
"passed","Tue Nov 05 10:27:36 GMT 2024","Tue Nov 05 10:28:36 GMT 2024","60605","Mobile Safari","fail-test.spec.js","@explore - Test pass when fail","","","Can not access checkout-complete page without login",""
"passed","Tue Nov 05 10:22:17 GMT 2024","Tue Nov 05 10:22:17 GMT 2024","671","Mobile Chrome","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify login process with valid credentials",""
"passed","Tue Nov 05 10:22:24 GMT 2024","Tue Nov 05 10:22:24 GMT 2024","714","Mobile Chrome","product-test.spec.js","Functionality Test - Product","","","Verify Inventory Page and Inventory Item Page",""
"passed","Tue Nov 05 10:14:54 GMT 2024","Tue Nov 05 10:14:54 GMT 2024","677","webkit","login-test.spec.js","Functionality Test - Login","","","Verify Login Page",""
"passed","Tue Nov 05 10:07:34 GMT 2024","Tue Nov 05 10:07:35 GMT 2024","517","firefox","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for cart page without login",""
"passed","Tue Nov 05 10:19:14 GMT 2024","Tue Nov 05 10:20:15 GMT 2024","60446","Mobile Chrome","fail-test.spec.js","@explore - Test pass when fail","","","Can not access checkout-overview page without login",""
"passed","Tue Nov 05 10:21:15 GMT 2024","Tue Nov 05 10:22:16 GMT 2024","60648","Mobile Chrome","fail-test.spec.js","@explore - Test pass when fail","","","Test Github Actions - hasilnya failed",""
"passed","Tue Nov 05 10:14:57 GMT 2024","Tue Nov 05 10:14:58 GMT 2024","813","webkit","login-test.spec.js","Error Handling Test - Login","","","Verify error message for blank username field",""
"passed","Tue Nov 05 10:29:49 GMT 2024","Tue Nov 05 10:29:50 GMT 2024","897","Mobile Safari","product-test.spec.js","Data Validation Test - Product","","","Verify product information match across pages",""
"passed","Tue Nov 05 10:22:31 GMT 2024","Tue Nov 05 10:22:33 GMT 2024","1151","Mobile Safari","checkout-test.spec.js","Error Handling Test - Checkout","","","Verify error message for blank fields",""
"passed","Tue Nov 05 10:15:05 GMT 2024","Tue Nov 05 10:15:06 GMT 2024","1015","webkit","product-test.spec.js","Functionality Test - Product","","","Verify sort product function by names and prices",""
"passed","Tue Nov 05 09:54:02 GMT 2024","Tue Nov 05 09:55:02 GMT 2024","60493","chromium","fail-test.spec.js","@explore - Test pass when fail","","","Can not access inventory-item page without login",""
"passed","Tue Nov 05 10:07:30 GMT 2024","Tue Nov 05 10:07:30 GMT 2024","796","firefox","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify login process with valid credentials",""
"passed","Tue Nov 05 10:15:01 GMT 2024","Tue Nov 05 10:15:02 GMT 2024","699","webkit","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for access inventory-item page without login",""
"passed","Tue Nov 05 10:00:20 GMT 2024","Tue Nov 05 10:00:21 GMT 2024","1143","firefox","checkout-test.spec.js","Error Handling Test - Checkout","","","Verify error message for blank fields",""
"passed","Tue Nov 05 10:07:37 GMT 2024","Tue Nov 05 10:07:37 GMT 2024","570","firefox","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-complete inventory page without login",""
"passed","Tue Nov 05 10:22:28 GMT 2024","Tue Nov 05 10:22:29 GMT 2024","886","Mobile Safari","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify removing product from cart",""
"passed","Tue Nov 05 10:15:13 GMT 2024","Tue Nov 05 10:16:13 GMT 2024","60446","Mobile Chrome","fail-test.spec.js","@explore - Test pass when fail","","","Can not access inventory page without login",""
"passed","Tue Nov 05 10:07:44 GMT 2024","Tue Nov 05 10:07:45 GMT 2024","1098","webkit","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify removing product from cart",""
"passed","Tue Nov 05 10:15:09 GMT 2024","Tue Nov 05 10:15:10 GMT 2024","713","Mobile Chrome","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify removing product from cart",""
"passed","Tue Nov 05 10:22:23 GMT 2024","Tue Nov 05 10:22:23 GMT 2024","466","Mobile Chrome","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-overview inventory page without login",""
"passed","Tue Nov 05 10:29:48 GMT 2024","Tue Nov 05 10:29:49 GMT 2024","984","Mobile Safari","product-test.spec.js","Functionality Test - Product","","","Verify sort product function by names and prices",""
"passed","Tue Nov 05 10:15:00 GMT 2024","Tue Nov 05 10:15:01 GMT 2024","702","webkit","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for cart page without login",""
"passed","Tue Nov 05 10:15:11 GMT 2024","Tue Nov 05 10:15:12 GMT 2024","837","Mobile Chrome","checkout-test.spec.js","Data Validation Test - Checkout","","","Verify data product are accurate in checkout process",""
"passed","Tue Nov 05 10:15:09 GMT 2024","Tue Nov 05 10:15:09 GMT 2024","726","Mobile Chrome","cart-test.spec.js","Functionality Test - Cart","","","@smoke - Verify adding product to cart and product information are accurate",""
"passed","Tue Nov 05 10:08:49 GMT 2024","Tue Nov 05 10:09:50 GMT 2024","60680","webkit","fail-test.spec.js","@explore - Test pass when fail","","","Can not access inventory-item page without login",""
"passed","Tue Nov 05 10:22:17 GMT 2024","Tue Nov 05 10:22:19 GMT 2024","1509","Mobile Chrome","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify logout process",""
"passed","Tue Nov 05 10:07:41 GMT 2024","Tue Nov 05 10:07:42 GMT 2024","1914","webkit","cart-test.spec.js","Functionality Test - Cart","","","Verify Cart Page",""
"passed","Tue Nov 05 10:07:35 GMT 2024","Tue Nov 05 10:07:36 GMT 2024","508","firefox","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for access inventory-item page without login",""
"passed","Tue Nov 05 10:00:12 GMT 2024","Tue Nov 05 10:00:13 GMT 2024","626","chromium","product-test.spec.js","Functionality Test - Product","","","Verify sort product function by names and prices",""
"passed","Tue Nov 05 10:00:09 GMT 2024","Tue Nov 05 10:00:09 GMT 2024","417","chromium","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for cart page without login",""
"passed","Tue Nov 05 10:29:43 GMT 2024","Tue Nov 05 10:29:44 GMT 2024","636","Mobile Safari","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for cart page without login",""
"passed","Tue Nov 05 10:07:46 GMT 2024","Tue Nov 05 10:07:47 GMT 2024","1195","webkit","checkout-test.spec.js","Data Validation Test - Checkout","","","Verify data product are accurate in checkout process",""
"passed","Tue Nov 05 10:29:46 GMT 2024","Tue Nov 05 10:29:46 GMT 2024","641","Mobile Safari","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-overview inventory page without login",""
"passed","Tue Nov 05 09:59:04 GMT 2024","Tue Nov 05 10:00:05 GMT 2024","60528","chromium","fail-test.spec.js","@explore - Test pass when fail","","","Test Github Actions - hasilnya failed",""
"passed","Tue Nov 05 10:00:08 GMT 2024","Tue Nov 05 10:00:09 GMT 2024","580","chromium","login-test.spec.js","Error Handling Test - Login","","","Verify error message for incorrect password",""
"passed","Tue Nov 05 09:53:00 GMT 2024","Tue Nov 05 09:53:01 GMT 2024","783","chromium","checkout-test.spec.js","Data Validation Test - Checkout","","","Verify data product are accurate in checkout process",""
"passed","Tue Nov 05 10:00:05 GMT 2024","Tue Nov 05 10:00:06 GMT 2024","629","chromium","login-test.spec.js","Functionality Test - Login","","","@smoke - Verify login process with valid credentials",""
"passed","Tue Nov 05 09:52:59 GMT 2024","Tue Nov 05 09:53:00 GMT 2024","877","chromium","checkout-test.spec.js","Functionality Test - Checkout","","","@smoke - Verify Checkout Page",""
"passed","Tue Nov 05 10:22:22 GMT 2024","Tue Nov 05 10:22:23 GMT 2024","511","Mobile Chrome","not_login-test.spec.js","Error Handling Test - Access Web when Not Login","","","Verify error message for checkout-info page without login",""
